Issue ID,Parent,Issue Type,Summary,Description,Priority,Labels,Labels,Labels,Component,Assignee,Reporter,Story point estimate,Original Estimate,Sprint,Start date,Due date,Fix Version,Status
1018,,Epic,"HND: Handover, Docs & Hypercare","Goal: The customer can run the product without us, and we can support them when they cannot. | Track: Cross-cutting. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,epic,phase1,Handover; Docs & Hypercare,SD1,project-lead,25,475200,Sprint 8,25/Nov/26,19/Jan/27,SMS-MVP-1.0,To Do
1019,,Epic,MOB: Phase 2 - Mobile (vibe coding),"Goal: The web products run as real mobile apps, built from the same logic layer rather than rewritten. | Track: Mobile. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,mobile,epic,phase2,Phase 2 - Mobile (vibe coding),SD2,project-lead,50,950400,Sprint 9,03/Dec/26,28/Jan/27,MOBILE-1.0,To Do
1020,1017,Task,"INF: Git repo, branching model and CI pipeline","Goal: Trunk-based with short-lived branches, PR checks, lint + unit tests on every push. | Epic goal: Deploy and roll back in one command, with monitoring and a restore that has actually been tested. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,devops-qa,phase1,DevOps & Infrastructure,JD1,project-lead,2,28800,Sprint 1,14/Sep/26,14/Sep/26,SMS-MVP-1.0,To Do
1021,1017,Task,"INF: Provision dev, staging and production environments","Goal: Infrastructure as code. Identical config across environments so pilot issues reproduce. | Epic goal: Deploy and roll back in one command, with monitoring and a restore that has actually been tested. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,devops-qa,phase1,DevOps & Infrastructure,JD1,project-lead,2,43200,Sprint 1,15/Sep/26,16/Sep/26,SMS-MVP-1.0,To Do
1022,1017,Task,"INF: Monitoring, logging, alerting and automated backups","Goal: Uptime and error alerting plus nightly encrypted backups with a tested restore. | Epic goal: Deploy and roll back in one command, with monitoring and a restore that has actually been tested. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,devops-qa,phase1,DevOps & Infrastructure,JD1,project-lead,2,28800,Sprint 1,16/Sep/26,17/Sep/26,SMS-MVP-1.0,To Do
1023,1014,Task,CNT: Benchmark content review throughput (items per reviewer per day),"Goal: Measure this in week 1. Reviewed-question throughput, not code, is the most likely thing to gate the assessment tool. Size every content batch backwards from this number. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,devops-qa,phase1,Content Production & Review,JD1,project-lead,2,43200,Sprint 1,17/Sep/26,18/Sep/26,ASSESS-1.0,To Do
1024,1016,Task,QAT: Test strategy and Definition of Done,"Goal: DoD: reviewed, unit + integration tested, acceptance criteria met, docs updated, deployed to staging, QA signed, no open P1/P2. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,research-content,phase1,QA; Security & Performance,JD2,project-lead,1,14400,Sprint 1,14/Sep/26,14/Sep/26,SMS-MVP-1.0,To Do
1025,1008,Story,"PLT: Identify, pitch and sign the pilot school","Goal: CRITICAL PATH. No pilot school is lined up. Target signed LOI by end of Sprint 2. If not secured by end of Sprint 2, run UAT on internal data and treat the pilot as a fast-follow. | Epic goal: One real school runs on the product, with migrated data, trained staff and a signed go-live. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,research-content,phase1,Pilot School & Rollout,JD2,project-lead,3,57600,Sprint 1,14/Sep/26,16/Sep/26,SMS-MVP-1.0,To Do
1026,1001,Story,"FND: Extend shared auth, RBAC and tenant model for all three products","Goal: Reuse the existing common base. Add role-based access (admin, teacher, office, parent, student, examiner) and a tenant boundary so school, QPG and assessment data stay separated. Done when a user in one tenant cannot read another tenant's data. | Epic goal: A shared, multi-tenant platform base that all three products build on, so nothing is written twice. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,backend,phase1,Foundation & Shared Platform,SD1,project-lead,2,28800,Sprint 1,14/Sep/26,14/Sep/26,SMS-MVP-1.0,To Do
1027,1002,Story,"SMS-SIS: Student, staff, class and academic-year data model + migrations","Goal: Core schema for the school MVP. Freeze this early - after the pilot starts, schema changes move to Phase 2. | Epic goal: A school can be set up and every student and staff record loaded from their existing spreadsheets in under a day. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,backend,phase1,School MMS - Admissions & Student Info,SD1,project-lead,2,28800,Sprint 1,15/Sep/26,15/Sep/26,SMS-MVP-1.0,To Do
1028,1002,Story,"SMS-SIS: Class, section and academic-year setup screens","Goal: School setup wizard so a new school can be configured in under an hour. | Epic goal: A school can be set up and every student and staff record loaded from their existing spreadsheets in under a day. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,school-management,backend,phase1,School MMS - Admissions & Student Info,SD1,project-lead,2,28800,Sprint 1,16/Sep/26,16/Sep/26,SMS-MVP-1.0,To Do
1029,1015,Task,RND: Audit the NEET engine - what is reusable vs what is new,"Goal: The NEET tool (built 1-30 Aug 2026) handles single-correct MCQ with +4/-1 only. Produce the capability gap list that drives the assessment engine design. | Epic goal: Every exam rule is understood and written down before code is written, so the engine is designed once. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,backend,phase1,Research & Engine Design,SD1,project-lead,2,43200,Sprint 1,17/Sep/26,18/Sep/26,ASSESS-1.0,To Do
1030,1001,Story,"FND: Shared API gateway, error contract and audit logging","Goal: One gateway, one error shape, request/response audit log with actor and tenant. Feeds DPDP consent audit later. | Epic goal: A shared, multi-tenant platform base that all three products build on, so nothing is written twice. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,Foundation & Shared Platform,SD2,project-lead,2,28800,Sprint 1,14/Sep/26,14/Sep/26,SMS-MVP-1.0,To Do
1031,1001,Story,FND: Design system and shared UI component library,"Goal: Tokens, typography, form controls, tables, modals. Built in React + TypeScript so Phase 2 React Native can reuse the logic layer. | Epic goal: A shared, multi-tenant platform base that all three products build on, so nothing is written twice. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,Foundation & Shared Platform,SD2,project-lead,2,28800,Sprint 1,15/Sep/26,15/Sep/26,SMS-MVP-1.0,To Do
1032,1002,Story,SMS-SIS: Admission enquiry and admission workflow UI,"Goal: Enquiry capture, application, document upload, approve/reject, admission number generation. | Epic goal: A school can be set up and every student and staff record loaded from their existing spreadsheets in under a day. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,School MMS - Admissions & Student Info,SD2,project-lead,2,28800,Sprint 1,16/Sep/26,16/Sep/26,SMS-MVP-1.0,To Do
1033,1015,Task,RND: Exam pattern research - JEE Main and JEE Advanced marking rules,"Goal: JEE Main: 75Q/300M, MCQ + numerical, +4/-1. JEE Advanced: variable pattern shown on screen at exam time - single-correct, multi-correct with partial marking, integer/NAT, match-list, paragraph. Validate against official bulletins. | Epic goal: Every exam rule is understood and written down before code is written, so the engine is designed once. | Sprint goal (Sprint 1): Foundation, SIS schema, pilot school outreach, content benchmark. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Research & Engine Design,SD2,project-lead,2,43200,Sprint 1,17/Sep/26,18/Sep/26,ASSESS-1.0,To Do
1034,1016,Task,"QAT: Test cases - admissions, student info, attendance","Goal: Cover happy path, bulk import edge cases and role permissions. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,devops-qa,phase1,QA; Security & Performance,JD1,project-lead,3,57600,Sprint 2,23/Sep/26,24/Sep/26,SMS-MVP-1.0,To Do
1035,1016,Task,QAT: Functional test cycle 1 and defect logging,"Goal: Log defects in Jira against the originating story. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,devops-qa,phase1,QA; Security & Performance,JD1,project-lead,2,28800,Sprint 2,25/Sep/26,25/Sep/26,SMS-MVP-1.0,To Do
1036,1017,Task,INF: Automated deployment and rollback scripts,"Goal: One-command deploy and one-command rollback. Needed before any pilot data exists. | Epic goal: Deploy and roll back in one command, with monitoring and a restore that has actually been tested. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,devops-qa,phase1,DevOps & Infrastructure,JD1,project-lead,2,28800,Sprint 2,28/Sep/26,28/Sep/26,SMS-MVP-1.0,To Do
1037,1015,Task,RND: Multi-exam question bank schema proposal and tagging taxonomy,"Goal: Question-type discriminator, exam/subject/unit/topic/difficulty/Bloom tags, versioning, passage-to-child links, LaTeX + media references. This is the single most important design decision in the plan. | Epic goal: Every exam rule is understood and written down before code is written, so the engine is designed once. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,research-content,phase1,Research & Engine Design,JD2,project-lead,3,57600,Sprint 2,23/Sep/26,24/Sep/26,ASSESS-1.0,To Do
1038,1002,Story,SMS-SIS: Student and staff CRUD APIs + bulk import from spreadsheet,"Goal: Schools arrive with Excel. Import with column mapping, validation report and a dry run before commit. Target 99.5% accuracy on master data. | Epic goal: A school can be set up and every student and staff record loaded from their existing spreadsheets in under a day. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,backend,phase1,School MMS - Admissions & Student Info,SD1,project-lead,2,28800,Sprint 2,23/Sep/26,23/Sep/26,SMS-MVP-1.0,To Do
1039,1004,Story,"SMS-FEE: Fee heads, fee structure and assignment API","Goal: Custom heads, term-wise structure, concessions, per-class assignment. | Epic goal: Every rupee collected is receipted, reconciled and traceable, and the office can find any payment in seconds. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,backend,phase1,School MMS - Fees & Payments,SD1,project-lead,2,28800,Sprint 2,24/Sep/26,24/Sep/26,SMS-MVP-1.0,To Do
1040,1003,Story,SMS-ATT: Parent absence notification trigger,"Goal: Same-day absence alert to parent. Highest-value feature for parent adoption. | Epic goal: A teacher marks a full class in under 30 seconds and the parent knows about an absence the same day. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,school-management,backend,phase1,School MMS - Attendance,SD1,project-lead,2,28800,Sprint 2,25/Sep/26,25/Sep/26,SMS-MVP-1.0,To Do
1041,1015,Task,"RND: Exam pattern research - GATE (CS, DA, EC) and UGC-NET","Goal: GATE: 65Q/100M, MCQ (-1/3 and -2/3), MSQ (no negative, no partial), NAT (no negative), virtual calculator. UGC-NET: Paper 1 50Q + Paper 2 100Q, +2/0, no negative. GATE 2027 is IIT Madras, 6-21 Feb 2027. | Epic goal: Every exam rule is understood and written down before code is written, so the engine is designed once. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,backend,phase1,Research & Engine Design,SD1,project-lead,2,43200,Sprint 2,28/Sep/26,29/Sep/26,ASSESS-1.0,To Do
1042,1003,Story,SMS-ATT: Attendance data model and mark-attendance API,"Goal: Per class/section per period, with correction history. | Epic goal: A teacher marks a full class in under 30 seconds and the parent knows about an absence the same day. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,School MMS - Attendance,SD2,project-lead,2,28800,Sprint 2,23/Sep/26,23/Sep/26,SMS-MVP-1.0,To Do
1043,1002,Story,SMS-SIS: Student and staff profile screens + bulk import UI,"Goal: Mapping screen, validation errors inline, downloadable error report. | Epic goal: A school can be set up and every student and staff record loaded from their existing spreadsheets in under a day. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,School MMS - Admissions & Student Info,SD2,project-lead,2,28800,Sprint 2,24/Sep/26,24/Sep/26,SMS-MVP-1.0,To Do
1044,1003,Story,SMS-ATT: Mark attendance UI and attendance reports,"Goal: Fast bulk marking - a teacher should mark a class in under 30 seconds. Daily, monthly and defaulter reports. | Epic goal: A teacher marks a full class in under 30 seconds and the parent knows about an absence the same day. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,School MMS - Attendance,SD2,project-lead,2,28800,Sprint 2,25/Sep/26,25/Sep/26,SMS-MVP-1.0,To Do
1045,1014,Task,CNT: Content style guide and review rubric,"Goal: What a reviewer checks: answer correctness, syllabus tag, difficulty, distractor quality, LaTeX/diagram, originality. Turns review into a repeatable rate. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 2): SIS + attendance working end-to-end; question-bank schema agreed. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,assessment-tool,frontend,phase1,Content Production & Review,SD2,project-lead,2,43200,Sprint 2,28/Sep/26,29/Sep/26,ASSESS-1.0,To Do
1046,1016,Task,QAT: Payment gateway sandbox and reconciliation testing,"Goal: Failed payment, duplicate payment, partial payment, refund. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,devops-qa,phase1,QA; Security & Performance,JD1,project-lead,2,28800,Sprint 3,01/Oct/26,01/Oct/26,SMS-MVP-1.0,To Do
1047,1014,Task,CNT: Syllabus mapping - JEE Main and JEE Advanced,"Goal: Unit/topic tree with weightage, mapped to the tagging taxonomy. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,assessment-tool,devops-qa,phase1,Content Production & Review,JD1,project-lead,3,72000,Sprint 3,05/Oct/26,07/Oct/26,ASSESS-1.0,To Do
1048,1007,Task,CMP: DPDP parental consent workflow spec and consent audit design,"Goal: DPDP Act 2023 + Rules 2025: verifiable parental consent before processing a child's data, no behavioural tracking or targeted ads at children. Obligations bite 14 May 2027, penalties up to Rs 200-250 crore. Build consent in, do not retrofit. | Epic goal: Verifiable parental consent and a full audit trail are in the product before the first child record exists. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,research-content,phase1,DPDP Compliance & Child Data Safety,JD2,project-lead,3,72000,Sprint 3,01/Oct/26,06/Oct/26,SMS-MVP-1.0,To Do
1049,1005,Story,SMS-EXM: Marks entry UI and CBSE CCE report card generator,"Goal: Report card PDF matching CBSE scholastic + co-scholastic format, with school branding. | Epic goal: Marks go in once and a CBSE-format report card comes out correct, branded and ready to print. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,backend,phase1,School MMS - Exams & Report Cards,SD1,project-lead,2,28800,Sprint 3,01/Oct/26,01/Oct/26,SMS-MVP-1.0,To Do
1050,1016,Task,"QAT: Test cases and testing - fees, payments, exams, report cards","Goal: Money and report cards are the two areas where a bug destroys trust with a pilot school. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,backend,phase1,QA; Security & Performance,SD1,project-lead,3,57600,Sprint 3,05/Oct/26,06/Oct/26,SMS-MVP-1.0,To Do
1051,1017,Task,INF: Staging refresh and seed data set,"Goal: Realistic school-shaped seed data so demos and UAT are meaningful. | Epic goal: Deploy and roll back in one command, with monitoring and a restore that has actually been tested. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Medium,cross-cutting,backend,phase1,DevOps & Infrastructure,SD1,project-lead,1,14400,Sprint 3,07/Oct/26,07/Oct/26,SMS-MVP-1.0,To Do
1052,1004,Story,SMS-FEE: Invoice/receipt generation and payment gateway integration,"Goal: UPI and card. Idempotent payment handling, reconciliation report, receipt numbering that satisfies an auditor. | Epic goal: Every rupee collected is receipted, reconciled and traceable, and the office can find any payment in seconds. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,School MMS - Fees & Payments,SD2,project-lead,2,28800,Sprint 3,01/Oct/26,01/Oct/26,SMS-MVP-1.0,To Do
